Date;Station;Tmax;Tmin;Tavg;Depart;DewPoint;WetBulb;Heat;Cool;Sunrise;Sunset;Depth;SnowFall;PrecipTotal;StnPressure;SeaLevel;ResultSpeed;ResultDir;AvgSpeed;Station_1w;Station_4w;Station_12w;Tmax_1w;Tmax_4w;Tmax_12w;Tmin_1w;Tmin_4w;Tmin_12w;Tavg_1w;Tavg_4w;Tavg_12w;Depart_1w;Depart_4w;Depart_12w;DewPoint_1w;DewPoint_4w;DewPoint_12w;WetBulb_1w;WetBulb_4w;WetBulb_12w;Heat_1w;Heat_4w;Heat_12w;Cool_1w;Cool_4w;Cool_12w;Sunrise_1w;Sunrise_4w;Sunrise_12w;Sunset_1w;Sunset_4w;Sunset_12w;Depth_1w;Depth_4w;Depth_12w;SnowFall_1w;SnowFall_4w;SnowFall_12w;PrecipTotal_1w;PrecipTotal_4w;PrecipTotal_12w;StnPressure_1w;StnPressure_4w;StnPressure_12w;SeaLevel_1w;SeaLevel_4w;SeaLevel_12w;ResultSpeed_1w;ResultSpeed_4w;ResultSpeed_12w;ResultDir_1w;ResultDir_4w;ResultDir_12w;AvgSpeed_1w;AvgSpeed_4w;AvgSpeed_12w
2007-07-06;1.0;86.0;66.0;76.0;4.0;57.0;64.0;0.0;11.0;423.0;1930.0;0.0;0.0;0.0;29.32;30.03;3.2;5.0;5.5;1.5;1.5;1.5;81.8571428571;82.6607142857;78.9029850746;62.1428571429;63.4821428571;58.1865671642;72.2857142857;73.2857142857;68.7313432836;0.214285714286;2.79464285714;3.95149253731;55.3571428571;56.6071428571;51.6044776119;62.5;63.4464285714;59.1343283582;0.0;0.0535714285714;1.88805970149;7.28571428571;8.33928571429;5.61940298507;421.142857143;417.8125;424.205223881;1930.53571429;1929.54464286;1910.89925373;0.0;0.0;0.0;0.0;0.0;0.0;0.0935714285714;0.081875;0.0789552238806;29.3792857143;29.3580357143;29.3347014925;30.0642857143;30.0379464286;30.0185447761;5.67142857143;6.3125;7.67164179104;15.0714285714;13.8035714286;14.9104477612;7.47142857143;7.95;9.28507462687
2007-07-06;2.0;84.0;68.0;76.0;4.5;57.0;65.0;0.0;11.0;423.0;1930.0;0.0;0.0;0.0;29.38;30.01;3.3;7.0;5.5;1.5;1.5;1.5;81.8571428571;82.6607142857;78.9029850746;62.1428571429;63.4821428571;58.1865671642;72.2857142857;73.2857142857;68.7313432836;0.214285714286;2.79464285714;3.95149253731;55.3571428571;56.6071428571;51.6044776119;62.5;63.4464285714;59.1343283582;0.0;0.0535714285714;1.88805970149;7.28571428571;8.33928571429;5.61940298507;421.142857143;417.8125;424.205223881;1930.53571429;1929.54464286;1910.89925373;0.0;0.0;0.0;0.0;0.0;0.0;0.0935714285714;0.081875;0.0789552238806;29.3792857143;29.3580357143;29.3347014925;30.0642857143;30.0379464286;30.0185447761;5.67142857143;6.3125;7.67164179104;15.0714285714;13.8035714286;14.9104477612;7.47142857143;7.95;9.28507462687
2007-07-07;1.0;90.0;64.0;77.0;5.0;63.0;69.0;0.0;12.0;423.0;1930.0;0.0;0.0;0.0;29.18;29.91;8.4;22.0;8.6;1.5;1.5;1.5;83.4285714286;83.0178571429;79.0514705882;63.5714285714;63.8928571429;58.3014705882;73.7142857143;73.6607142857;68.8602941176;1.96428571429;3.02678571429;3.99264705882;57.5;57.125;51.7647058824;64.1428571429;63.8392857143;59.2720588235;0.0;0.0535714285714;1.86029411765;8.71428571429;8.71428571429;5.72058823529;421.714285714;418.071428571;424.191176471;1930.35714286;1929.70535714;1911.17647059;0.0;0.0;0.0;0.0;0.0;0.0;0.0935714285714;0.081875;0.0777941176471;29.3471428571;29.3516071429;29.3328676471;30.0335714286;30.0324107143;30.016875;6.08571428571;6.54642857143;7.675;17.7857142857;13.6785714286;15.0220588235;7.80714285714;8.075;9.27132352941
2007-07-07;2.0;88.0;68.0;78.0;8.5;62.0;68.0;0.0;13.0;423.5;1929.5;0.0;0.0;0.0;29.24;29.9;7.4;23.0;8.1;1.5;1.5;1.5;83.4285714286;83.0178571429;79.0514705882;63.5714285714;63.8928571429;58.3014705882;73.7142857143;73.6607142857;68.8602941176;1.96428571429;3.02678571429;3.99264705882;57.5;57.125;51.7647058824;64.1428571429;63.8392857143;59.2720588235;0.0;0.0535714285714;1.86029411765;8.71428571429;8.71428571429;5.72058823529;421.714285714;418.071428571;424.191176471;1930.35714286;1929.70535714;1911.17647059;0.0;0.0;0.0;0.0;0.0;0.0;0.0935714285714;0.081875;0.0777941176471;29.3471428571;29.3516071429;29.3328676471;30.0335714286;30.0324107143;30.016875;6.08571428571;6.54642857143;7.675;17.7857142857;13.6785714286;15.0220588235;7.80714285714;8.075;9.27132352941
2007-07-08;1.0;94.0;75.0;85.0;12.0;67.0;72.0;0.0;20.0;424.0;1929.0;0.0;0.0;0.0;29.05;29.77;12.9;24.0;13.1;1.5;1.5;1.5;86.0;83.4642857143;79.2608695652;66.0714285714;64.5;58.5434782609;76.2142857143;74.1964285714;69.0869565217;4.53571428571;3.35714285714;4.09782608696;59.7142857143;57.7142857143;51.9855072464;66.0714285714;64.2857142857;59.4565217391;0.0;0.0535714285714;1.83333333333;11.2142857143;9.25;5.92028985507;422.321428571;418.366071429;424.192028986;1930.07142857;1929.8125;1911.43478261;0.0;0.0;0.0;0.0;0.0;0.0;0.0935714285714;0.081875;0.0766666666667;29.2828571429;29.3416071429;29.3292753623;29.9685714286;30.0224107143;30.0132246377;6.61428571429;6.83392857143;7.74855072464;20.5714285714;13.9285714286;15.1449275362;8.34285714286;8.33214285714;9.32391304348
2007-07-08;2.0;93.0;75.0;84.0;10.5;67.0;72.0;0.0;19.0;424.5;1929.0;0.0;0.0;0.0;29.12;29.76;12.6;23.0;12.7;1.5;1.5;1.5;86.0;83.4642857143;79.2608695652;66.0714285714;64.5;58.5434782609;76.2142857143;74.1964285714;69.0869565217;4.53571428571;3.35714285714;4.09782608696;59.7142857143;57.7142857143;51.9855072464;66.0714285714;64.2857142857;59.4565217391;0.0;0.0535714285714;1.83333333333;11.2142857143;9.25;5.92028985507;422.321428571;418.366071429;424.192028986;1930.07142857;1929.8125;1911.43478261;0.0;0.0;0.0;0.0;0.0;0.0;0.0935714285714;0.081875;0.0766666666667;29.2828571429;29.3416071429;29.3292753623;29.9685714286;30.0224107143;30.0132246377;6.61428571429;6.83392857143;7.74855072464;20.5714285714;13.9285714286;15.1449275362;8.34285714286;8.33214285714;9.32391304348
2007-07-09;1.0;94.0;70.0;82.0;9.0;66.0;70.0;0.0;17.0;425.0;1929.0;0.0;0.0;0.3;29.11;29.8;4.9;24.0;8.8;1.5;1.5;1.5;88.2142857143;83.75;79.4642857143;68.2857142857;64.8392857143;58.7214285714;78.4285714286;74.5178571429;69.2785714286;6.35714285714;3.47321428571;4.15714285714;62.0714285714;58.25;52.1928571429;67.7857142857;64.625;59.6142857143;0.0;0.0535714285714;1.80714285714;13.4285714286;9.57142857143;6.08571428571;423.0;418.6875;424.203571429;1929.78571429;1929.91071429;1911.68571429;0.0;0.0;0.0;0.0;0.0;0.0;0.132142857143;0.0915178571429;0.0794285714286;29.2278571429;29.3307142857;29.3265;29.9085714286;30.0115178571;30.0101071429;6.35714285714;6.80178571429;7.70714285714;22.0714285714;14.4107142857;15.2642857143;8.41428571429;8.37321428571;9.31642857143
2007-07-09;2.0;93.0;72.0;83.0;7.5;67.0;71.0;0.0;18.0;425.0;1929.0;0.0;0.0;0.24;29.16;29.79;4.8;23.0;8.8;1.5;1.5;1.5;88.2142857143;83.75;79.4642857143;68.2857142857;64.8392857143;58.7214285714;78.4285714286;74.5178571429;69.2785714286;6.35714285714;3.47321428571;4.15714285714;62.0714285714;58.25;52.1928571429;67.7857142857;64.625;59.6142857143;0.0;0.0535714285714;1.80714285714;13.4285714286;9.57142857143;6.08571428571;423.0;418.6875;424.203571429;1929.78571429;1929.91071429;1911.68571429;0.0;0.0;0.0;0.0;0.0;0.0;0.132142857143;0.0915178571429;0.0794285714286;29.2278571429;29.3307142857;29.3265;29.9085714286;30.0115178571;30.0101071429;6.35714285714;6.80178571429;7.70714285714;22.0714285714;14.4107142857;15.2642857143;8.41428571429;8.37321428571;9.31642857143
2007-07-10;1.0;89.0;69.0;79.0;6.0;67.0;70.0;0.0;14.0;425.0;1929.0;0.0;0.0;0.43;29.06;29.77;8.6;23.0;10.5;1.5;1.5;1.5;89.0714285714;83.9821428571;79.5985915493;69.4285714286;65.0357142857;58.8732394366;79.4285714286;74.7321428571;69.4225352113;6.71428571429;3.41964285714;4.1514084507;63.5714285714;58.8392857143;52.4014084507;68.8571428571;64.9821428571;59.7676056338;0.0;0.0535714285714;1.78169014085;14.4285714286;9.78571428571;6.20422535211;423.571428571;419.017857143;424.218309859;1929.5;1929.97321429;1911.92605634;0.0;0.0;0.0;0.0;0.0;0.0;0.133571428571;0.100625;0.0819014084507;29.1921428571;29.3175;29.3232394366;29.8671428571;29.9977678571;30.0066549296;6.62142857143;6.78571428571;7.71690140845;22.3571428571;15.0535714286;15.3732394366;8.84285714286;8.40714285714;9.33098591549
2007-07-10;2.0;89.0;70.0;80.0;1.5;67.0;71.0;0.0;15.0;425.5;1928.5;0.0;0.0;0.08;29.13;29.76;8.2;23.0;10.2;1.5;1.5;1.5;89.0714285714;83.9821428571;79.5985915493;69.4285714286;65.0357142857;58.8732394366;79.4285714286;74.7321428571;69.4225352113;6.71428571429;3.41964285714;4.1514084507;63.5714285714;58.8392857143;52.4014084507;68.8571428571;64.9821428571;59.7676056338;0.0;0.0535714285714;1.78169014085;14.4285714286;9.78571428571;6.20422535211;423.571428571;419.017857143;424.218309859;1929.5;1929.97321429;1911.92605634;0.0;0.0;0.0;0.0;0.0;0.0;0.133571428571;0.100625;0.0819014084507;29.1921428571;29.3175;29.3232394366;29.8671428571;29.9977678571;30.0066549296;6.62142857143;6.78571428571;7.71690140845;22.3571428571;15.0535714286;15.3732394366;8.84285714286;8.40714285714;9.33098591549
2007-07-11;1.0;77.0;62.0;70.0;-3.0;51.0;59.0;0.0;5.0;426.0;1928.0;0.0;0.0;0.0;29.23;29.93;8.8;30.0;10.9;1.5;1.5;1.5;87.9285714286;83.6428571429;79.5625;68.7857142857;64.9821428571;58.9236111111;78.5;74.5357142857;69.4305555556;5.5;3.08035714286;4.05555555556;61.5714285714;58.7678571429;52.3819444444;67.4285714286;64.875;59.7569444444;0.0;0.0535714285714;1.75694444444;13.5;9.58928571429;6.1875;424.178571429;419.383928571;424.246527778;1929.21428571;1930.0;1912.14930556;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.100625;0.0807638888889;29.1992857143;29.3142857143;29.3222916667;29.8721428571;29.9925;30.0055208333;7.35;6.85178571429;7.73402777778;22.9285714286;15.9464285714;15.5763888889;9.20714285714;8.51071428571;9.35486111111
2007-07-11;2.0;77.0;63.0;70.0;-2.5;51.0;59.0;0.0;5.0;426.5;1928.0;0.0;0.0;0.0;29.28;29.92;9.1;30.0;11.2;1.5;1.5;1.5;87.9285714286;83.6428571429;79.5625;68.7857142857;64.9821428571;58.9236111111;78.5;74.5357142857;69.4305555556;5.5;3.08035714286;4.05555555556;61.5714285714;58.7678571429;52.3819444444;67.4285714286;64.875;59.7569444444;0.0;0.0535714285714;1.75694444444;13.5;9.58928571429;6.1875;424.178571429;419.383928571;424.246527778;1929.21428571;1930.0;1912.14930556;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.100625;0.0807638888889;29.1992857143;29.3142857143;29.3222916667;29.8721428571;29.9925;30.0055208333;7.35;6.85178571429;7.73402777778;22.9285714286;15.9464285714;15.5763888889;9.20714285714;8.51071428571;9.35486111111
2007-07-12;1.0;80.0;61.0;71.0;-2.0;51.0;59.0;0.0;6.0;427.0;1928.0;0.0;0.0;0.0;29.22;29.93;9.4;29.0;11.1;1.5;1.5;1.5;86.7142857143;83.3214285714;79.5684931507;67.3571428571;64.7857142857;58.9452054795;77.2142857143;74.2678571429;69.4452054795;4.10714285714;2.66071428571;3.96232876712;60.2857142857;58.6428571429;52.3630136986;66.3571428571;64.7321428571;59.7534246575;0.0;0.0535714285714;1.73287671233;12.2142857143;9.32142857143;6.17808219178;424.892857143;419.785714286;424.287671233;1928.89285714;1929.99107143;1912.3630137;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.100625;0.0796575342466;29.1971428571;29.3114285714;29.3213013699;29.8714285714;29.9894642857;30.0044178082;7.97142857143;6.99285714286;7.76095890411;22.4285714286;16.75;15.7534246575;9.74285714286;8.67678571429;9.38082191781
2007-07-12;2.0;80.0;60.0;70.0;-3.5;51.0;60.0;0.0;5.0;427.5;1927.5;0.0;0.0;0.0;29.28;29.92;10.0;28.0;11.4;1.5;1.5;1.5;86.7142857143;83.3214285714;79.5684931507;67.3571428571;64.7857142857;58.9452054795;77.2142857143;74.2678571429;69.4452054795;4.10714285714;2.66071428571;3.96232876712;60.2857142857;58.6428571429;52.3630136986;66.3571428571;64.7321428571;59.7534246575;0.0;0.0535714285714;1.73287671233;12.2142857143;9.32142857143;6.17808219178;424.892857143;419.785714286;424.287671233;1928.89285714;1929.99107143;1912.3630137;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.100625;0.0796575342466;29.1971428571;29.3114285714;29.3213013699;29.8714285714;29.9894642857;30.0044178082;7.97142857143;6.99285714286;7.76095890411;22.4285714286;16.75;15.7534246575;9.74285714286;8.67678571429;9.38082191781
2007-07-13;1.0;78.0;58.0;68.0;-5.0;52.0;58.0;0.0;3.0;428.0;1927.0;0.0;0.0;0.0;29.26;29.98;1.4;1.0;5.3;1.5;1.5;1.5;85.4285714286;82.8214285714;79.5202702703;66.1428571429;64.5535714286;58.9391891892;76.0;73.9107142857;69.4189189189;2.96428571429;2.1875;3.85810810811;59.6428571429;58.5178571429;52.3648648649;65.5;64.5178571429;59.7364864865;0.0;0.0535714285714;1.70945945946;11.0;8.96428571429;6.12837837838;425.607142857;420.214285714;424.337837838;1928.46428571;1929.94642857;1912.56081081;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.100625;0.0785810810811;29.1892857143;29.3108928571;29.3209459459;29.8657142857;29.9894642857;30.0040878378;7.75;6.9125;7.67905405405;22.1428571429;16.625;15.5945945946;9.75;8.71428571429;9.32905405405
2007-07-13;2.0;74.0;59.0;67.0;-2.5;53.0;59.0;0.0;2.0;428.0;1927.0;0.0;0.0;0.0;29.33;29.98;2.0;7.0;5.8;1.5;1.5;1.5;85.4285714286;82.8214285714;79.5202702703;66.1428571429;64.5535714286;58.9391891892;76.0;73.9107142857;69.4189189189;2.96428571429;2.1875;3.85810810811;59.6428571429;58.5178571429;52.3648648649;65.5;64.5178571429;59.7364864865;0.0;0.0535714285714;1.70945945946;11.0;8.96428571429;6.12837837838;425.607142857;420.214285714;424.337837838;1928.46428571;1929.94642857;1912.56081081;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.100625;0.0785810810811;29.1892857143;29.3108928571;29.3209459459;29.8657142857;29.9894642857;30.0040878378;7.75;6.9125;7.67905405405;22.1428571429;16.625;15.5945945946;9.75;8.71428571429;9.32905405405
2007-07-14;1.0;84.0;61.0;73.0;0.0;55.0;62.0;0.0;8.0;428.0;1927.0;0.0;0.0;0.0;29.08;29.79;8.3;26.0;13.2;1.5;1.5;1.5;84.7857142857;82.5357142857;79.5866666667;65.5;64.3571428571;58.9733333333;75.4285714286;73.6785714286;69.4733333333;1.89285714286;1.75892857143;3.79666666667;58.5714285714;58.3214285714;52.4;64.5714285714;64.3214285714;59.7666666667;0.0;0.0535714285714;1.68666666667;10.4285714286;8.73214285714;6.16;426.321428571;420.651785714;424.39;1928.03571429;1929.86607143;1912.75;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.100625;0.0775333333333;29.175;29.3042857143;29.3181333333;29.8492857143;29.9832142857;30.0012333333;7.81428571429;7.0875;7.688;22.5714285714;16.6428571429;15.7266666667;10.4928571429;8.98571428571;9.38533333333
2007-07-14;2.0;85.0;62.0;74.0;-1.5;55.0;62.0;0.0;9.0;428.5;1926.5;0.0;0.0;0.0;29.14;29.79;8.4;25.0;13.9;1.5;1.5;1.5;84.7857142857;82.5357142857;79.5866666667;65.5;64.3571428571;58.9733333333;75.4285714286;73.6785714286;69.4733333333;1.89285714286;1.75892857143;3.79666666667;58.5714285714;58.3214285714;52.4;64.5714285714;64.3214285714;59.7666666667;0.0;0.0535714285714;1.68666666667;10.4285714286;8.73214285714;6.16;426.321428571;420.651785714;424.39;1928.03571429;1929.86607143;1912.75;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.100625;0.0775333333333;29.175;29.3042857143;29.3181333333;29.8492857143;29.9832142857;30.0012333333;7.81428571429;7.0875;7.688;22.5714285714;16.6428571429;15.7266666667;10.4928571429;8.98571428571;9.38533333333
2007-07-15;1.0;82.0;60.0;71.0;-3.0;53.0;61.0;0.0;6.0;429.0;1926.0;0.0;0.0;0.0;29.19;29.89;2.1;29.0;4.9;1.5;1.5;1.5;83.0;82.1785714286;79.6052631579;63.6428571429;64.0535714286;59.0131578947;73.5714285714;73.3392857143;69.5;-0.0357142857143;1.27678571429;3.71710526316;56.5;57.8928571429;52.4013157895;63.0;64.0;59.7828947368;0.0;0.0535714285714;1.66447368421;8.57142857143;8.39285714286;6.16447368421;427.035714286;421.125;424.453947368;1927.57142857;1929.75;1912.92105263;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.0977678571429;0.0765131578947;29.1942857143;29.3030357143;29.3168421053;29.8664285714;29.98125;29.9997039474;6.22857142857;7.025;7.60855263158;21.9285714286;16.9285714286;15.7697368421;9.46428571429;8.96785714286;9.33684210526
2007-07-15;2.0;80.0;64.0;72.0;-1.5;52.0;61.0;0.0;7.0;429.5;1925.5;0.0;0.0;0.0;29.25;29.88;1.2;9.0;6.5;1.5;1.5;1.5;83.0;82.1785714286;79.6052631579;63.6428571429;64.0535714286;59.0131578947;73.5714285714;73.3392857143;69.5;-0.0357142857143;1.27678571429;3.71710526316;56.5;57.8928571429;52.4013157895;63.0;64.0;59.7828947368;0.0;0.0535714285714;1.66447368421;8.57142857143;8.39285714286;6.16447368421;427.035714286;421.125;424.453947368;1927.57142857;1929.75;1912.92105263;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.0977678571429;0.0765131578947;29.1942857143;29.3030357143;29.3168421053;29.8664285714;29.98125;29.9997039474;6.22857142857;7.025;7.60855263158;21.9285714286;16.9285714286;15.7697368421;9.46428571429;8.96785714286;9.33684210526
2007-07-16;1.0;82.0;65.0;74.0;0.0;60.0;65.0;0.0;9.0;430.0;1925.0;0.0;0.0;0.39;29.25;29.96;4.4;24.0;5.2;1.5;1.5;1.5;81.3571428571;81.9285714286;79.6363636364;62.8571428571;63.8571428571;59.0974025974;72.3571428571;73.125;69.5584415584;-1.14285714286;1.02678571429;3.67532467532;55.5714285714;57.7142857143;52.5;62.2142857143;63.8214285714;59.8506493506;0.0;0.0535714285714;1.64285714286;7.35714285714;8.17857142857;6.2012987013;427.785714286;421.633928571;424.529220779;1927.0;1929.59821429;1913.07792208;0.0;0.0;0.0;0.0;0.0;0.0;0.0692857142857;0.100625;0.0785064935065;29.215;29.3075;29.3163636364;29.8885714286;29.9853571429;29.9990584416;6.25;6.73571428571;7.57467532468;21.9285714286;17.0535714286;15.8701298701;9.05;8.68392857143;9.29220779221
2007-07-16;2.0;82.0;66.0;74.0;1.0;60.0;65.0;0.0;9.0;430.5;1925.0;0.0;0.0;0.07;29.31;29.94;5.6;23.0;6.6;1.5;1.5;1.5;81.3571428571;81.9285714286;79.6363636364;62.8571428571;63.8571428571;59.0974025974;72.3571428571;73.125;69.5584415584;-1.14285714286;1.02678571429;3.67532467532;55.5714285714;57.7142857143;52.5;62.2142857143;63.8214285714;59.8506493506;0.0;0.0535714285714;1.64285714286;7.35714285714;8.17857142857;6.2012987013;427.785714286;421.633928571;424.529220779;1927.0;1929.59821429;1913.07792208;0.0;0.0;0.0;0.0;0.0;0.0;0.0692857142857;0.100625;0.0785064935065;29.215;29.3075;29.3163636364;29.8885714286;29.9853571429;29.9990584416;6.25;6.73571428571;7.57467532468;21.9285714286;17.0535714286;15.8701298701;9.05;8.68392857143;9.29220779221
2007-07-17;1.0;83.0;68.0;76.0;2.0;66.0;69.0;0.0;11.0;431.0;1925.0;0.0;0.0;0.11;29.18;29.9;5.2;23.0;6.5;1.5;1.5;1.5;80.5;82.0178571429;79.6794871795;62.7142857143;63.9821428571;59.2179487179;71.8571428571;73.2321428571;69.641025641;-1.35714285714;1.0;3.65705128205;55.3571428571;58.0892857143;52.6666666667;62.0;64.0357142857;59.9679487179;0.0;0.0535714285714;1.62179487179;6.85714285714;8.28571428571;6.26282051282;428.642857143;422.178571429;424.615384615;1926.42857143;1929.41071429;1913.2275641;0.0;0.0;0.0;0.0;0.0;0.0;0.0485714285714;0.0775892857143;0.0789102564103;29.2314285714;29.3048214286;29.315;29.9071428571;29.98375;29.997724359;5.87142857143;6.56964285714;7.55128205128;21.9285714286;16.8571428571;15.9615384615;8.56428571429;8.52678571429;9.26217948718
2007-07-17;2.0;83.0;69.0;76.0;2.5;65.0;69.0;0.0;11.0;431.5;1924.5;0.0;0.0;0.11;29.24;29.89;6.3;23.0;7.4;1.5;1.5;1.5;80.5;82.0178571429;79.6794871795;62.7142857143;63.9821428571;59.2179487179;71.8571428571;73.2321428571;69.641025641;-1.35714285714;1.0;3.65705128205;55.3571428571;58.0892857143;52.6666666667;62.0;64.0357142857;59.9679487179;0.0;0.0535714285714;1.62179487179;6.85714285714;8.28571428571;6.26282051282;428.642857143;422.178571429;424.615384615;1926.42857143;1929.41071429;1913.2275641;0.0;0.0;0.0;0.0;0.0;0.0;0.0485714285714;0.0775892857143;0.0789102564103;29.2314285714;29.3048214286;29.315;29.9071428571;29.98375;29.997724359;5.87142857143;6.56964285714;7.55128205128;21.9285714286;16.8571428571;15.9615384615;8.56428571429;8.52678571429;9.26217948718
2007-07-18;1.0;85.0;69.0;77.0;3.0;68.0;71.0;0.0;12.0;432.0;1924.0;0.0;0.0;1.55;29.11;29.84;9.1;24.0;10.1;1.5;1.5;1.5;81.6428571429;82.0357142857;79.746835443;63.6428571429;64.25;59.3417721519;72.8571428571;73.3571428571;69.7341772152;-0.678571428571;1.0;3.63607594937;57.8571428571;58.7142857143;52.8670886076;63.7142857143;64.3928571429;60.1075949367;0.0;0.0535714285714;1.60126582278;7.85714285714;8.41071428571;6.33544303797;429.5;422.758928571;424.712025316;1925.82142857;1929.1875;1913.36075949;0.0;0.0;0.0;0.0;0.0;0.0;0.225;0.121696428571;0.0935443037975;29.2157142857;29.2948214286;29.3128481013;29.8942857143;29.9744642857;29.995664557;5.97857142857;6.67142857143;7.57848101266;21.0714285714;16.7321428571;16.0632911392;8.46428571429;8.60178571429;9.27594936709
2007-07-18;2.0;85.0;69.0;77.0;1.0;69.0;71.0;0.0;12.0;432.5;1923.5;0.0;0.0;0.92;29.18;29.83;10.3;24.0;10.6;1.5;1.5;1.5;81.6428571429;82.0357142857;79.746835443;63.6428571429;64.25;59.3417721519;72.8571428571;73.3571428571;69.7341772152;-0.678571428571;1.0;3.63607594937;57.8571428571;58.7142857143;52.8670886076;63.7142857143;64.3928571429;60.1075949367;0.0;0.0535714285714;1.60126582278;7.85714285714;8.41071428571;6.33544303797;429.5;422.758928571;424.712025316;1925.82142857;1929.1875;1913.36075949;0.0;0.0;0.0;0.0;0.0;0.0;0.225;0.121696428571;0.0935443037975;29.2157142857;29.2948214286;29.3128481013;29.8942857143;29.9744642857;29.995664557;5.97857142857;6.67142857143;7.57848101266;21.0714285714;16.7321428571;16.0632911392;8.46428571429;8.60178571429;9.27594936709
2007-07-19;1.0;83.0;63.0;73.0;-1.0;63.0;66.0;0.0;8.0;433.0;1923.0;0.0;0.0;0.16;29.21;29.9;7.0;1.0;11.9;1.5;1.5;1.5;82.0;82.1785714286;79.78125;64.0;64.2321428571;59.3875;73.2142857143;73.4285714286;69.775;-0.642857142857;0.946428571429;3.559375;59.5;59.125;52.9875;64.6428571429;64.5892857143;60.18125;0.0;0.0535714285714;1.58125;8.21428571429;8.48214285714;6.35625;430.321428571;423.357142857;424.815625;1925.14285714;1928.92857143;1913.48125;0.0;0.0;0.0;0.0;0.0;0.0;0.237142857143;0.124196428571;0.0934375;29.2135714286;29.2894642857;29.311875;29.8892857143;29.9680357143;29.99434375;5.64285714286;6.80535714286;7.575625;19.6428571429;17.3035714286;16.09375;8.73571428571;8.70892857143;9.324375
2007-07-19;2.0;82.0;63.0;73.0;-4.0;62.0;66.0;0.0;8.0;433.0;1923.0;0.0;0.0;0.01;29.26;29.88;7.7;36.0;14.4;1.5;1.5;1.5;82.0;82.1785714286;79.78125;64.0;64.2321428571;59.3875;73.2142857143;73.4285714286;69.775;-0.642857142857;0.946428571429;3.559375;59.5;59.125;52.9875;64.6428571429;64.5892857143;60.18125;0.0;0.0535714285714;1.58125;8.21428571429;8.48214285714;6.35625;430.321428571;423.357142857;424.815625;1925.14285714;1928.92857143;1913.48125;0.0;0.0;0.0;0.0;0.0;0.0;0.237142857143;0.124196428571;0.0934375;29.2135714286;29.2894642857;29.311875;29.8892857143;29.9680357143;29.99434375;5.64285714286;6.80535714286;7.575625;19.6428571429;17.3035714286;16.09375;8.73571428571;8.70892857143;9.324375
2007-07-20;1.0;75.0;58.0;67.0;-7.0;53.0;59.0;0.0;2.0;433.0;1923.0;0.0;0.0;0.0;29.44;30.14;8.6;3.0;9.1;1.5;1.5;1.5;81.7857142857;82.1428571429;79.7160493827;64.2142857143;64.1785714286;59.3950617284;73.2142857143;73.375;69.7469135802;-1.14285714286;0.758928571429;3.42592592593;59.5;59.2321428571;52.9814814815;64.7142857143;64.625;60.1666666667;0.0;0.0535714285714;1.56172839506;8.21428571429;8.42857142857;6.30864197531;431.071428571;423.9375;424.919753086;1924.53571429;1928.63392857;1913.59567901;0.0;0.0;0.0;0.0;0.0;0.0;0.237142857143;0.122946428571;0.0922839506173;29.2378571429;29.2932142857;29.3137654321;29.9107142857;29.9707142857;29.9960185185;6.82142857143;6.90535714286;7.6049382716;19.5714285714;17.1964285714;15.9382716049;9.41428571429;8.77678571429;9.33641975309
2007-07-20;2.0;74.0;62.0;68.0;-7.5;52.0;59.0;0.0;3.0;433.5;1922.5;0.0;0.0;0.0;29.49;30.12;11.3;4.0;11.5;1.5;1.5;1.5;81.7857142857;82.1428571429;79.7160493827;64.2142857143;64.1785714286;59.3950617284;73.2142857143;73.375;69.7469135802;-1.14285714286;0.758928571429;3.42592592593;59.5;59.2321428571;52.9814814815;64.7142857143;64.625;60.1666666667;0.0;0.0535714285714;1.56172839506;8.21428571429;8.42857142857;6.30864197531;431.071428571;423.9375;424.919753086;1924.53571429;1928.63392857;1913.59567901;0.0;0.0;0.0;0.0;0.0;0.0;0.237142857143;0.122946428571;0.0922839506173;29.2378571429;29.2932142857;29.3137654321;29.9107142857;29.9707142857;29.9960185185;6.82142857143;6.90535714286;7.6049382716;19.5714285714;17.1964285714;15.9382716049;9.41428571429;8.77678571429;9.33641975309
